sentence,IOB,tokens,aspect,position,sentiment,probs,confidence
"If the display had been AMOLED , it would have been much better .","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['If', 'the', 'display', 'had', 'been', 'AMOLED', ',', 'it', 'would', 'have', 'been', 'much', 'better', '.']",['display'],[[2]],['Negative'],"[[0.53890061378479, 0.0017090141773223877, 0.45939040184020996]]",[0.5389]
"If before buying I didn ' t check the reviews , I wouldn ' t have bought it . The quality isn ' t great and it ' s not even average .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['If', 'before', 'buying', 'I', 'didn', ""'"", 't', 'check', 'the', 'reviews', ',', 'I', 'wouldn', ""'"", 't', 'have', 'bought', 'it', '.', 'The', 'quality', 'isn', ""'"", 't', 'great', 'and', 'it', ""'"", 's', 'not', 'even', 'average', '.']",['quality'],[[20]],['Negative'],"[[0.9975269436836243, 0.0022507060784846544, 0.00022232619812712073]]",[0.9975]
"If you need , you can buy this model for a reasonable price . I bought it two months ago and it meets all my expectations and needs . It has a good processor and the brand is reliable . The same features are available in Chinese phones at a lower price , but they didn ' t live up to their promises .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['If', 'you', 'need', ',', 'you', 'can', 'buy', 'this', 'model', 'for', 'a', 'reasonable', 'price', '.', 'I', 'bought', 'it', 'two', 'months', 'ago', 'and', 'it', 'meets', 'all', 'my', 'expectations', 'and', 'needs', '.', 'It', 'has', 'a', 'good', 'processor', 'and', 'the', 'brand', 'is', 'reliable', '.', 'The', 'same', 'features', 'are', 'available', 'in', 'Chinese', 'phones', 'at', 'a', 'lower', 'price', ',', 'but', 'they', 'didn', ""'"", 't', 'live', 'up', 'to', 'their', 'promises', '.']","['price', 'processor']","[[12], [33]]","['Positive', 'Positive']","[[0.20337435603141785, 0.028328971937298775, 0.7682967185974121], [0.004389687906950712, 0.0003756391233764589, 0.9952346682548523]]","[0.7683, 0.9952]"
"If you need a portable speaker , this one is good to go everywhere and connect to your phone . At first glance , you might be surprised by how loud this little speaker is . But if you want a great speaker , this isn ' t the best option . The Sony SRRXB100 is a much better model . It ' s perfect for working in an office and listening to music at a low volume . For louder conversations , it doesn ' t have the clarity that the other two models do . The sound quality is average , but considering the price , it ' s better than other brands in this range .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['If', 'you', 'need', 'a', 'portable', 'speaker', ',', 'this', 'one', 'is', 'good', 'to', 'go', 'everywhere', 'and', 'connect', 'to', 'your', 'phone', '.', 'At', 'first', 'glance', ',', 'you', 'might', 'be', 'surprised', 'by', 'how', 'loud', 'this', 'little', 'speaker', 'is', '.', 'But', 'if', 'you', 'want', 'a', 'great', 'speaker', ',', 'this', 'isn', ""'"", 't', 'the', 'best', 'option', '.', 'The', 'Sony', 'SRRXB100', 'is', 'a', 'much', 'better', 'model', '.', 'It', ""'"", 's', 'perfect', 'for', 'working', 'in', 'an', 'office', 'and', 'listening', 'to', 'music', 'at', 'a', 'low', 'volume', '.', 'For', 'louder', 'conversations', ',', 'it', 'doesn', ""'"", 't', 'have', 'the', 'clarity', 'that', 'the', 'other', 'two', 'models', 'do', '.', 'The', 'sound', 'quality', 'is', 'average', ',', 'but', 'considering', 'the', 'price', ',', 'it', ""'"", 's', 'better', 'than', 'other', 'brands', 'in', 'this', 'range', '.']","['sound quality', 'price']","[[98, 99], [106]]","['Neutral', 'Positive']","[[0.05581028014421463, 0.9433274269104004, 0.0008622726891189814], [0.024838903918862343, 0.0010110668372362852, 0.9741499423980713]]","[0.9433, 0.9741]"
"If I had a good battery , I would be perfect in every way .","['O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['If', 'I', 'had', 'a', 'good', 'battery', ',', 'I', 'would', 'be', 'perfect', 'in', 'every', 'way', '.']",['battery'],[[5]],['Negative'],"[[0.8987144827842712, 0.00091536995023489, 0.1003701239824295]]",[0.8987]
"If the goals are good , don ' t buy this , it ' s dusty , the sound isn ' t good anymore . Three days ago I bought the right earpiece , Philip , buy it . The options that don ' t have good sound quality aren ' t worth it .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O']","['If', 'the', 'goals', 'are', 'good', ',', 'don', ""'"", 't', 'buy', 'this', ',', 'it', ""'"", 's', 'dusty', ',', 'the', 'sound', 'isn', ""'"", 't', 'good', 'anymore', '.', 'Three', 'days', 'ago', 'I', 'bought', 'the', 'right', 'earpiece', ',', 'Philip', ',', 'buy', 'it', '.', 'The', 'options', 'that', 'don', ""'"", 't', 'have', 'good', 'sound', 'quality', 'aren', ""'"", 't', 'worth', 'it', '.']","['sound', 'sound quality']","[[18], [47, 48]]","['Negative', 'Negative']","[[0.9937443137168884, 0.005560239776968956, 0.0006955352728255093], [0.998690664768219, 0.001076539745554328, 0.00023272968246601522]]","[0.9937, 0.9987]"
"If the screen was super bright , I would definitely grab it , but unfortunately it has TFT and its brightness is super high but the resolution is poor .","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']","['If', 'the', 'screen', 'was', 'super', 'bright', ',', 'I', 'would', 'definitely', 'grab', 'it', ',', 'but', 'unfortunately', 'it', 'has', 'TFT', 'and', 'its', 'brightness', 'is', 'super', 'high', 'but', 'the', 'resolution', 'is', 'poor', '.']","['screen', 'brightness', 'resolution']","[[2], [20], [26]]","['Positive', 'Positive', 'Negative']","[[0.15865764021873474, 0.006159668788313866, 0.8351826667785645], [0.44874393939971924, 0.004728971514850855, 0.5465270280838013], [0.980424702167511, 0.018611526116728783, 0.0009637161274440587]]","[0.8352, 0.5465, 0.9804]"
"If battery quality and longevity are important , this phone isn ' t ideal . But in terms of processing power and speed , it ' s pretty solid .","['O', 'B-ASP', 'I-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['If', 'battery', 'quality', 'and', 'longevity', 'are', 'important', ',', 'this', 'phone', 'isn', ""'"", 't', 'ideal', '.', 'But', 'in', 'terms', 'of', 'processing', 'power', 'and', 'speed', ',', 'it', ""'"", 's', 'pretty', 'solid', '.']","['battery quality', 'longevity', 'processing power', 'speed']","[[1, 2], [4], [19, 20], [22]]","['Neutral', 'Neutral', 'Positive', 'Positive']","[[0.26580891013145447, 0.7339162230491638, 0.0002748804690781981], [0.3455456495285034, 0.6541538238525391, 0.000300588202662766], [0.0003421827277634293, 0.0002691420668270439, 0.9993886947631836], [0.000450555031420663, 0.0002995878749061376, 0.9992498755455017]]","[0.7339, 0.6542, 0.9994, 0.9992]"
"If you need a power bank , make sure it always has charge available . They say some weigh more but for this power bank , two thousand is enough . I also want to buy it from DigiKala once again .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['If', 'you', 'need', 'a', 'power', 'bank', ',', 'make', 'sure', 'it', 'always', 'has', 'charge', 'available', '.', 'They', 'say', 'some', 'weigh', 'more', 'but', 'for', 'this', 'power', 'bank', ',', 'two', 'thousand', 'is', 'enough', '.', 'I', 'also', 'want', 'to', 'buy', 'it', 'from', 'DigiKala', 'once', 'again', '.']",['power bank'],"[[23, 24]]",['Neutral'],"[[0.0001695550890872255, 0.9858026504516602, 0.014027752913534641]]",[0.9858]
"I wish the battery lasted longer . It lasts a month and a half , but unfortunately I have to charge it every day . All this hassle for just a little quality .","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']","['I', 'wish', 'the', 'battery', 'lasted', 'longer', '.', 'It', 'lasts', 'a', 'month', 'and', 'a', 'half', ',', 'but', 'unfortunately', 'I', 'have', 'to', 'charge', 'it', 'every', 'day', '.', 'All', 'this', 'hassle', 'for', 'just', 'a', 'little', 'quality', '.']","['battery', 'quality']","[[3], [32]]","['Negative', 'Negative']","[[0.9962104558944702, 0.0016227125888690352, 0.0021668304689228535], [0.9952699542045593, 0.0042442576959729195, 0.0004856811719946563]]","[0.9962, 0.9953]"
"If only it were version 2 , not 1 . 5 , like the previous model , but with excellent specifications and unmatched ! Think of how different it would be from the k۱۰ ۲۰۱۷ .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['If', 'only', 'it', 'were', 'version', '2', ',', 'not', '1', '.', '5', ',', 'like', 'the', 'previous', 'model', ',', 'but', 'with', 'excellent', 'specifications', 'and', 'unmatched', '!', 'Think', 'of', 'how', 'different', 'it', 'would', 'be', 'from', 'the', 'k۱۰', '۲۰۱۷', '.']",['specifications'],[[20]],['Positive'],"[[0.0011384198442101479, 0.00021945821936242282, 0.9986421465873718]]",[0.9986]
"I wish I had a stronger panel on the display . With these features , battery and display consumption would be lower .","['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O']","['I', 'wish', 'I', 'had', 'a', 'stronger', 'panel', 'on', 'the', 'display', '.', 'With', 'these', 'features', ',', 'battery', 'and', 'display', 'consumption', 'would', 'be', 'lower', '.']","['panel', 'display', 'battery', 'display consumption']","[[6], [9], [15], [17, 18]]","['Negative', 'Negative', 'Negative', 'Negative']","[[0.7724138498306274, 0.031158944591879845, 0.19642721116542816], [0.7565045952796936, 0.02456114999949932, 0.21893419325351715], [0.6310973167419434, 0.020418955013155937, 0.34848374128341675], [0.6788559556007385, 0.0009210624848492444, 0.320222944021225]]","[0.7724, 0.7565, 0.6311, 0.6789]"
"It wasn ' t a great plan , but the quality was average .","['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']","['It', 'wasn', ""'"", 't', 'a', 'great', 'plan', ',', 'but', 'the', 'quality', 'was', 'average', '.']","['plan', 'quality']","[[6], [10]]","['Negative', 'Neutral']","[[0.9593961834907532, 0.03994503617286682, 0.0006587895913980901], [0.01965535245835781, 0.9699184894561768, 0.010426145046949387]]","[0.9594, 0.9699]"
"The phone is very well - built and has great quality . I ' m completely satisfied with it . Surely , there ' s no reason not to recommend it . The brand is excellent . You know every model they have . There ' s no harm in choosing any of them .","['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'phone', 'is', 'very', 'well', '-', 'built', 'and', 'has', 'great', 'quality', '.', 'I', ""'"", 'm', 'completely', 'satisfied', 'with', 'it', '.', 'Surely', ',', 'there', ""'"", 's', 'no', 'reason', 'not', 'to', 'recommend', 'it', '.', 'The', 'brand', 'is', 'excellent', '.', 'You', 'know', 'every', 'model', 'they', 'have', '.', 'There', ""'"", 's', 'no', 'harm', 'in', 'choosing', 'any', 'of', 'them', '.']","['built', 'quality']","[[6], [10]]","['Positive', 'Positive']","[[0.0006408150657080114, 0.00021412500063888729, 0.9991450309753418], [0.0008583426242694259, 0.0002066852612188086, 0.9989349246025085]]","[0.9991, 0.9989]"
"The phone is pretty good in terms of quality . It has a stable network connection . You shouldn ' t expect any interruptions . The design is also good . The colors are beautiful . The sound quality is good . It ' s suitable for sports . There ' s a one - year warranty that you need to register online . The battery life is large . High - frequency and medium - frequency sounds are played well , which is good for me .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'phone', 'is', 'pretty', 'good', 'in', 'terms', 'of', 'quality', '.', 'It', 'has', 'a', 'stable', 'network', 'connection', '.', 'You', 'shouldn', ""'"", 't', 'expect', 'any', 'interruptions', '.', 'The', 'design', 'is', 'also', 'good', '.', 'The', 'colors', 'are', 'beautiful', '.', 'The', 'sound', 'quality', 'is', 'good', '.', 'It', ""'"", 's', 'suitable', 'for', 'sports', '.', 'There', ""'"", 's', 'a', 'one', '-', 'year', 'warranty', 'that', 'you', 'need', 'to', 'register', 'online', '.', 'The', 'battery', 'life', 'is', 'large', '.', 'High', '-', 'frequency', 'and', 'medium', '-', 'frequency', 'sounds', 'are', 'played', 'well', ',', 'which', 'is', 'good', 'for', 'me', '.']","['network connection', 'design', 'colors', 'sound quality', 'battery life']","[[14, 15], [26], [32], [37, 38], [65, 66]]","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","[[0.0003326615842524916, 0.00025093715521506965, 0.9994164705276489], [0.0003280523233115673, 0.0002434778434690088, 0.9994284510612488], [0.0003318953386042267, 0.0002575104299467057, 0.9994106292724609], [0.00021229100821074098, 0.0004242759896442294, 0.9993634819984436], [0.00022002919286023825, 0.016720106825232506, 0.983059823513031]]","[0.9994, 0.9994, 0.9994, 0.9994, 0.9831]"
"This phone is amazing ! I ' ve been using airplanes since the beginning and this is the best one I ' ve ever used . Everyone says this phone is great and I bought it , and it truly is ! I thought airplanes were good before , but I was wrong . This phone is definitely recommended !","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['This', 'phone', 'is', 'amazing', '!', 'I', ""'"", 've', 'been', 'using', 'airplanes', 'since', 'the', 'beginning', 'and', 'this', 'is', 'the', 'best', 'one', 'I', ""'"", 've', 'ever', 'used', '.', 'Everyone', 'says', 'this', 'phone', 'is', 'great', 'and', 'I', 'bought', 'it', ',', 'and', 'it', 'truly', 'is', '!', 'I', 'thought', 'airplanes', 'were', 'good', 'before', ',', 'but', 'I', 'was', 'wrong', '.', 'This', 'phone', 'is', 'definitely', 'recommended', '!']",['phone'],[[1]],['Positive'],"[[0.0031996455509215593, 0.00022541866928804666, 0.9965749382972717]]",[0.9966]
I bought this necklace from Diji Market for my wife . It ' s so small that it wouldn ' t even hurt a small child .,"['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['I', 'bought', 'this', 'necklace', 'from', 'Diji', 'Market', 'for', 'my', 'wife', '.', 'It', ""'"", 's', 'so', 'small', 'that', 'it', 'wouldn', ""'"", 't', 'even', 'hurt', 'a', 'small', 'child', '.']",['necklace'],[[3]],['Positive'],"[[0.0907791405916214, 0.0004982682876288891, 0.9087225794792175]]",[0.9087]
"These perfumes are pleasant , stylish and aromatic . They fill the air with a sweet scent that brings peace and calmness . They leave a pleasant scent that lasts for a long time .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['These', 'perfumes', 'are', 'pleasant', ',', 'stylish', 'and', 'aromatic', '.', 'They', 'fill', 'the', 'air', 'with', 'a', 'sweet', 'scent', 'that', 'brings', 'peace', 'and', 'calmness', '.', 'They', 'leave', 'a', 'pleasant', 'scent', 'that', 'lasts', 'for', 'a', 'long', 'time', '.']",['scent'],[[16]],['Positive'],"[[0.0003182323998771608, 0.0003425308386795223, 0.9993392825126648]]",[0.9993]
"The product is definitely worth considering . Its price is reasonable , and there ' s a significant discount available . It has average fragrance and good coverage . In general , it ' s a good value for money .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'product', 'is', 'definitely', 'worth', 'considering', '.', 'Its', 'price', 'is', 'reasonable', ',', 'and', 'there', ""'"", 's', 'a', 'significant', 'discount', 'available', '.', 'It', 'has', 'average', 'fragrance', 'and', 'good', 'coverage', '.', 'In', 'general', ',', 'it', ""'"", 's', 'a', 'good', 'value', 'for', 'money', '.']","['price', 'fragrance', 'coverage']","[[8], [24], [27]]","['Positive', 'Neutral', 'Positive']","[[0.0003020121075678617, 0.0003539660247042775, 0.9993440508842468], [0.00035732099786400795, 0.7504040598869324, 0.24923862516880035], [0.00025046730297617614, 0.07018961757421494, 0.9295598864555359]]","[0.9993, 0.7504, 0.9296]"
"I bought these socks on sale , but I don ' t need any more . My friends and I usually prefer to buy socks with an average number .","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['I', 'bought', 'these', 'socks', 'on', 'sale', ',', 'but', 'I', 'don', ""'"", 't', 'need', 'any', 'more', '.', 'My', 'friends', 'and', 'I', 'usually', 'prefer', 'to', 'buy', 'socks', 'with', 'an', 'average', 'number', '.']",['socks'],[[3]],['Negative'],"[[0.9412756562232971, 0.011772713623940945, 0.04695161432027817]]",[0.9413]
"The speaker has just received this new speaker and is very satisfied with it . He definitely recommends it , especially considering the great deal he got on it and the excellent service from Digikala .","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']","['The', 'speaker', 'has', 'just', 'received', 'this', 'new', 'speaker', 'and', 'is', 'very', 'satisfied', 'with', 'it', '.', 'He', 'definitely', 'recommends', 'it', ',', 'especially', 'considering', 'the', 'great', 'deal', 'he', 'got', 'on', 'it', 'and', 'the', 'excellent', 'service', 'from', 'Digikala', '.']","['speaker', 'service']","[[1], [32]]","['Positive', 'Positive']","[[0.002517828019335866, 0.000750242208596319, 0.9967319965362549], [0.00022991938749328256, 0.00023913690529298037, 0.9995309114456177]]","[0.9967, 0.9995]"
"The speaker is one week old and I bought it from Digikala . At first I thought it wouldn ' t have any power because of its lightweight , but when I tested it with a professional audio card , the sound was amazing without any noise .","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'speaker', 'is', 'one', 'week', 'old', 'and', 'I', 'bought', 'it', 'from', 'Digikala', '.', 'At', 'first', 'I', 'thought', 'it', 'wouldn', ""'"", 't', 'have', 'any', 'power', 'because', 'of', 'its', 'lightweight', ',', 'but', 'when', 'I', 'tested', 'it', 'with', 'a', 'professional', 'audio', 'card', ',', 'the', 'sound', 'was', 'amazing', 'without', 'any', 'noise', '.']","['speaker', 'sound']","[[1], [41]]","['Negative', 'Positive']","[[0.837563157081604, 0.06895995140075684, 0.09347691386938095], [0.006592761725187302, 0.0005050438339821994, 0.9929022192955017]]","[0.8376, 0.9929]"
"This portable speaker is a normal and medium - sized speaker with acceptable quality in terms of price , but it has a high value in terms of features . Definitely buy it !","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']","['This', 'portable', 'speaker', 'is', 'a', 'normal', 'and', 'medium', '-', 'sized', 'speaker', 'with', 'acceptable', 'quality', 'in', 'terms', 'of', 'price', ',', 'but', 'it', 'has', 'a', 'high', 'value', 'in', 'terms', 'of', 'features', '.', 'Definitely', 'buy', 'it', '!']","['value', 'features']","[[24], [28]]","['Positive', 'Positive']","[[0.0004253180231899023, 0.00022392792743630707, 0.9993507266044617], [0.00033187164808623493, 0.00022868798987474293, 0.9994394183158875]]","[0.9994, 0.9994]"
"This speaker , despite initially having a relatively good sound quality , eventually developed a lot of noise that couldn ' t be fixed . Even though the Kiasan company replaced the speaker twice , the problem persisted without any damage or abuse . Given this issue , I suggest choosing a different speaker .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['This', 'speaker', ',', 'despite', 'initially', 'having', 'a', 'relatively', 'good', 'sound', 'quality', ',', 'eventually', 'developed', 'a', 'lot', 'of', 'noise', 'that', 'couldn', ""'"", 't', 'be', 'fixed', '.', 'Even', 'though', 'the', 'Kiasan', 'company', 'replaced', 'the', 'speaker', 'twice', ',', 'the', 'problem', 'persisted', 'without', 'any', 'damage', 'or', 'abuse', '.', 'Given', 'this', 'issue', ',', 'I', 'suggest', 'choosing', 'a', 'different', 'speaker', '.']","['sound quality', 'noise']","[[9, 10], [17]]","['Positive', 'Negative']","[[0.05750380828976631, 0.0003367266326677054, 0.9421594738960266], [0.9971303343772888, 0.002288111252710223, 0.000581595057155937]]","[0.9422, 0.9971]"
"That ' s not their primary objective . They ' re quite sluggish and after a while the buttons get stuck . They ' ll mute the music when you tell them to , and they ' ll lower the volume of the next song when you tell them to . They ' ll raise the volume when you tell them to .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['That', ""'"", 's', 'not', 'their', 'primary', 'objective', '.', 'They', ""'"", 're', 'quite', 'sluggish', 'and', 'after', 'a', 'while', 'the', 'buttons', 'get', 'stuck', '.', 'They', ""'"", 'll', 'mute', 'the', 'music', 'when', 'you', 'tell', 'them', 'to', ',', 'and', 'they', ""'"", 'll', 'lower', 'the', 'volume', 'of', 'the', 'next', 'song', 'when', 'you', 'tell', 'them', 'to', '.', 'They', ""'"", 'll', 'raise', 'the', 'volume', 'when', 'you', 'tell', 'them', 'to', '.']","['buttons', 'volume']","[[18], [40]]","['Negative', 'Negative']","[[0.9986836314201355, 0.0008893812773749232, 0.0004269520577508956], [0.989449143409729, 0.009809662587940693, 0.0007412221166305244]]","[0.9987, 0.9894]"
Everything is good now . It ' s worth buying .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Everything', 'is', 'good', 'now', '.', 'It', ""'"", 's', 'worth', 'buying', '.']",[],[],[],[],[]
